Business ID: 36qqRqBt2QJvkW1y9z06NQ	 | Ground Truth Categories :[ "Pediatric Dentists" , "Health & Medical" , "Dentists"]				 | Programatically assigned Categoires :Health & Medical, Doctors		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: ujqK3nV7rt_AGRJZOcDAeg	 | Ground Truth Categories :[ "Local Flavor"]				 | Programatically assigned Categoires :Newspapers & Magazines		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: _xtGCBI6awj7hibZekStjw	 | Ground Truth Categories :[ "Food" , "Hobby Shops" , "Coffee & Tea" , "Shopping"]				 | Programatically assigned Categoires :Newspapers & Magazines		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 8Mg1WaWOAB2Y1qjpE24cBg	 | Ground Truth Categories :[ "Arts & Entertainment" , "Venues & Event Spaces" , "Libraries" , "Event Planning & Services" , "Social Clubs" , "Public Services & Government"]				 | Programatically assigned Categoires :Newspapers & Magazines		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: B_yl0p52PnRZXIkrPXx4xA	 | Ground Truth Categories :[ "Food" , "Specialty Food" , "Coffee & Tea" , "Chocolatiers & Shops"]				 | Programatically assigned Categoires :Newspapers & Magazines		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Ess45I5Eefjnte2B2nHP_w	 | Ground Truth Categories :[ "Bars" , "Restaurants" , "American (Traditional)" , "Sports Bars" , "Nightlife"]				 | Programatically assigned Categoires :Nightlife, Sports Bars, Bars		 | precision : 1.0 		 | Recall : 0.6		 | F-Measure : 0.75
Business ID: 66jI6z-JuLasvd692ymycg	 | Ground Truth Categories :[ "Bars" , "American (Traditional)" , "Nightlife" , "Restaurants"]				 | Programatically assigned Categoires :Nightlife,Sports Bars,Bars		 | precision : 0.6666667 		 | Recall : 0.5		 | F-Measure : 0.57142854
Business ID: 0CeEgarUoVP2Nq9s1Mn0Aw	 | Ground Truth Categories :[ "Nightlife" , "Bars" , "American (New)" , "Sports Bars" , "Restaurants"]				 | Programatically assigned Categoires :Nightlife,Sports Bars,Bars		 | precision : 1.0 		 | Recall : 0.6		 | F-Measure : 0.75
Business ID: fRvYylF911uZ46smPhcG3A	 | Ground Truth Categories :[ "Home Cleaning" , "Home Services"]				 | Programatically assigned Categoires :Rheumatologists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: kqVTvxeuyjuBIVjqDmU81A	 | Ground Truth Categories :[ "Home Cleaning" , "Local Services" , "Carpet Cleaning" , "Home Services" , "Real Estate"]				 | Programatically assigned Categoires :Rheumatologists, Window Washing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: YMt5yekLwegI5yEYnB2gsw	 | Ground Truth Categories :[ "Local Services" , "Appliances & Repair"]				 | Programatically assigned Categoires :Rheumatologists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: mLa1jwYLTcOhvji59z95vQ	 | Ground Truth Categories :[ "Hair Salons" , "Beauty & Spas"]				 | Programatically assigned Categoires :Rheumatologists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 02by-UgE3nH5q9lebevnrQ	 | Ground Truth Categories :[ "Home Cleaning" , "Home Services"]				 | Programatically assigned Categoires :Rheumatologists, Window Washing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: hZ9VEuCc7qVHmIRFXFfbOw	 | Ground Truth Categories :[ "Massage" , "Beauty & Spas"]				 | Programatically assigned Categoires :Rheumatologists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 7JfPW7_rYhUzaxnv5Xg34w	 | Ground Truth Categories :[ "Weight Loss Centers" , "Beauty & Spas" , "Health & Medical" , "Medical Spas"]				 | Programatically assigned Categoires :Rheumatologists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: ClFgdhdkNdefDLJREUKFUg	 | Ground Truth Categories :[ "Active Life" , "Gyms" , "Pilates" , "Yoga" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Rock Climbing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 6wKacaFIYcgsaYAZXd4Dkw	 | Ground Truth Categories :[ "Active Life" , "Sports Clubs"]				 | Programatically assigned Categoires :Rock Climbing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: FDXk2MDLPf72uEDT6Bq1Mw	 | Ground Truth Categories :[ "Bars" , "American (Traditional)" , "Nightlife" , "American (New)" , "Sports Bars" , "Restaurants"]				 | Programatically assigned Categoires :Rock Climbing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: pmVLsrzKXrmZ7mhwPhaOCg	 | Ground Truth Categories :[ "Roofing" , "Home Services"]				 | Programatically assigned Categoires :Roofing		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: Jl65sPGSMXwFWGNHaLI31Q	 | Ground Truth Categories :[ "Auto Repair" , "Automotive"]				 | Programatically assigned Categoires :Roofing, RV Dealers, RV Rental		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: B4tFDUC7yPjQlwI1Gtj8qg	 | Ground Truth Categories :[ "Landscape Architects" , "Home Services"]				 | Programatically assigned Categoires :Roofing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: m6HxWA-di0YWx1eWbEcUBw	 | Ground Truth Categories :[ "Hotels & Travel" , "Arts & Entertainment" , "Casinos" , "Event Planning & Services" , "Hotels"]				 | Programatically assigned Categoires :RV Parks		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: G6hm1kGR9Jjg5Kzb3lvpmg	 | Ground Truth Categories :[ "Golf" , "Restaurants" , "Event Planning & Services" , "Active Life" , "Hotels & Travel" , "American (New)" , "Hotels"]				 | Programatically assigned Categoires :RV Parks		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Lo0dRIDKXc5mlE-coVZrtQ	 | Ground Truth Categories :[ "American (Traditional)" , "Cafes" , "Delis" , "Restaurants"]				 | Programatically assigned Categoires :Salad, Sandwiches, Cafes, Italian		 | precision : 0.25 		 | Recall : 0.25		 | F-Measure : 0.25
Business ID: -ZMC5MmolT4JqxFsQRUz_Q	 | Ground Truth Categories :[ "Spanish" , "Latin American" , "Restaurants"]				 | Programatically assigned Categoires :Salvadoran		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: n-vWpCOGz8OlmdX-4PvhdA	 | Ground Truth Categories :[ "Latin American" , "Restaurants"]				 | Programatically assigned Categoires :Salvadoran		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: YDYBt5Qy61MMxIlpE424GA	 | Ground Truth Categories :[ "Latin American" , "Mexican" , "Salvadoran" , "Restaurants"]				 | Programatically assigned Categoires :Salvadoran		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: rfy_bJ5ad-gfVmMeqKtsyw	 | Ground Truth Categories :[ "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Sandwiches,Salad,Cafes,Italian		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: bZ2eSviNY1bZJI7iSK4iiQ	 | Ground Truth Categories :[ "Delis" , "Restaurants"]				 | Programatically assigned Categoires :Sandwiches,Salad,Cafes,Italian		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: DO3XP1OOGqaGycUcSdtZ6w	 | Ground Truth Categories :[ "Bakeries" , "Food" , "Breakfast & Brunch" , "Delis" , "Restaurants"]				 | Programatically assigned Categoires :Sandwiches,Salad,Cafes,Italian		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: a005dmIuruMPjki2s1euWw	 | Ground Truth Categories :[ "Veterinarians" , "Pets"]				 | Programatically assigned Categoires :Scandinavian, Cafeteria		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: wyqouyZTP2qtLs0sdQJSOg	 | Ground Truth Categories :[ "Bakeries" , "Food" , "Breakfast & Brunch" , "Cafes" , "Restaurants"]				 | Programatically assigned Categoires :Scandinavian,Cafeteria		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: QowjF7UFjVfx9-5PHEpoyQ	 | Ground Truth Categories :[ "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Scandinavian,Cafeteria		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: m-w71FOXIt-ou5ctGQOTRg	 | Ground Truth Categories :[ "Post Offices" , "Public Services & Government"]				 | Programatically assigned Categoires :Scandinavian,Cafeteria		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: QFw-_ZuGPLWKF954ZMD68A	 | Ground Truth Categories :[ "Department Stores" , "Fashion" , "Shopping"]				 | Programatically assigned Categoires :Scandinavian,Cafeteria		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 6_vK5uCtHYkA5EW8lbOgxA	 | Ground Truth Categories :[ "Pubs" , "Food" , "Bars" , "Breweries" , "Nightlife"]				 | Programatically assigned Categoires :Scottish		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: ukJSABWlLXj7r9dxOgCOOw	 | Ground Truth Categories :[ "Wine Bars" , "Bars" , "Nightlife" , "British" , "Restaurants"]				 | Programatically assigned Categoires :Scottish		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: d_2c_lzNauDqPk6biQrWAg	 | Ground Truth Categories :[ "Real Estate Services" , "Property Management" , "Home Services" , "Real Estate"]				 | Programatically assigned Categoires :Screen Printing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 6fD3C8Zqy7-GQpxQC52HhA	 | Ground Truth Categories :[ "Marketing" , "Video/Film Production" , "Web Design" , "Professional Services"]				 | Programatically assigned Categoires :Screen Printing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 7z9qDPOQr25fanJ73XYcXw	 | Ground Truth Categories :[ "Department Stores" , "Fashion" , "Shopping"]				 | Programatically assigned Categoires :Screen Printing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: M4nhX3-dTwTG1H7kc8cdZw	 | Ground Truth Categories :[ "Men's Clothing" , "Fashion" , "Shopping" , "Shoe Stores"]				 | Programatically assigned Categoires :Screen PrintingT-Shirt Printing		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 9U7xp1MGuOVOBzw3N9AOVA	 | Ground Truth Categories :[ "French" , "Restaurants"]				 | Programatically assigned Categoires :Scuba Diving		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: M41Kx-j2hFw0B1JjuwSxzg	 | Ground Truth Categories :[ "Burgers" , "Hot Dogs" , "Restaurants"]				 | Programatically assigned Categoires :Scuba Diving		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 1OoKi7HpOrRNOnU8y2Pbkg	 | Ground Truth Categories :[ "Active Life" , "Amusement Parks"]				 | Programatically assigned Categoires :Scuba Diving		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: qaobpDQo3Si-EIxhIJKfCQ	 | Ground Truth Categories :[ "Asian Fusion" , "Restaurants"]				 | Programatically assigned Categoires :Seafood Markets		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: FIldv1JR_LPqg1Xxk15TGw	 | Ground Truth Categories :[ "Asian Fusion" , "Sushi Bars" , "Restaurants"]				 | Programatically assigned Categoires :Seafood Markets		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: KHVjjav0MJ7qxK9J4FOZPg	 | Ground Truth Categories :[ "Sushi Bars" , "Japanese" , "Restaurants"]				 | Programatically assigned Categoires :Seafood Markets		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: t9P1Bv-UcXUuCtSp-3uYZA	 | Ground Truth Categories :[ "Food" , "Grocery" , "Sushi Bars" , "Restaurants"]				 | Programatically assigned Categoires :Seafood Markets		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: pQPIaCWok_yVzY-0JvfURQ	 | Ground Truth Categories :[ "Fast Food" , "Asian Fusion" , "Dim Sum" , "Chinese" , "Restaurants"]				 | Programatically assigned Categoires :Seafood Markets		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: ZhMlXLXuZf5z7lxunHk2ww	 | Ground Truth Categories :[ "Arts & Entertainment" , "Seafood" , "Nightlife" , "Jazz & Blues" , "Steakhouses" , "Restaurants"]				 | Programatically assigned Categoires :Seafood		 | precision : 1.0 		 | Recall : 0.16666667		 | F-Measure : 0.2857143
Business ID: VCXzyRLE7EM1GduSdypQTw	 | Ground Truth Categories :[ "Nightlife" , "Seafood" , "Bars" , "Restaurants"]				 | Programatically assigned Categoires :Seafood		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: PBkdlqw53cc2AZsfFD8AEQ	 | Ground Truth Categories :[ "Seafood" , "Restaurants"]				 | Programatically assigned Categoires :Seafood		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: HrgYs4zFklk7KKxm4CQUkA	 | Ground Truth Categories :[ "Tex-Mex" , "Restaurants"]				 | Programatically assigned Categoires :Seafood		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: _6gbnNRPIc-iM_0cBLPX1A	 | Ground Truth Categories :[ "Greek" , "Restaurants"]				 | Programatically assigned Categoires :Seafood		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: HgXp4f26BJeyQNB7lBc-Dw	 | Ground Truth Categories :[ "Security Systems" , "Home Services"]				 | Programatically assigned Categoires :Security Systems, Shades & Blinds		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: hWRkxrkHNV9MCGt5pbnRRQ	 | Ground Truth Categories :[ "Security Systems" , "Home Services"]				 | Programatically assigned Categoires :Security Systems		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: v6fR6_C5AFqz5TdCgrVrNQ	 | Ground Truth Categories :[ "Security Systems" , "Home Services"]				 | Programatically assigned Categoires :Security Systems		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: QFrCQwrSZaWT9VIqkaLElw	 | Ground Truth Categories :[ "Local Services" , "IT Services & Computer Repair"]				 | Programatically assigned Categoires :Security Systems		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: zZVSnUU6f8Qfw94CXIbXmA	 | Ground Truth Categories :[ "Public Services & Government"]				 | Programatically assigned Categoires :Security Systems		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: TLOvzUbY_xFJnk3dVw7T_w	 | Ground Truth Categories :[ "Movers" , "Local Services" , "Home Services" , "Self Storage"]				 | Programatically assigned Categoires :Self Storage		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: CB6WOM3vw7Jy4icXWwdTEA	 | Ground Truth Categories :[ "Photographers" , "Event Planning & Services"]				 | Programatically assigned Categoires :Session Photography		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 7Md1SGv3Cc7BMON117u9pg	 | Ground Truth Categories :[ "Photographers" , "Event Planning & Services" , "Event Photography"]				 | Programatically assigned Categoires :Session Photography		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: uDmxwYPGhx2Fv6L_MIH_EA	 | Ground Truth Categories :[ "Photographers" , "Event Planning & Services"]				 | Programatically assigned Categoires :Session Photography		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: I8f5Y5mDoTyPHpXCj7GpWw	 | Ground Truth Categories :[ "Photographers" , "Event Planning & Services" , "Session Photography"]				 | Programatically assigned Categoires :Session Photography		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: BMK1bLsRnM-Zf5QwnLhv4A	 | Ground Truth Categories :[ "Photographers" , "Event Planning & Services" , "Session Photography"]				 | Programatically assigned Categoires :Session Photography		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: yrLzRb5IqHp-_Ty1-OiYcQ	 | Ground Truth Categories :[ "Photographers" , "Event Planning & Services" , "Event Photography"]				 | Programatically assigned Categoires :Session Photography		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: vKylCBxuwY9Dp7S8DdKKFw	 | Ground Truth Categories :[ "Photographers" , "Event Planning & Services"]				 | Programatically assigned Categoires :Session Photography		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: KQ-9imVktKQBz025y5JbTg	 | Ground Truth Categories :[ "Local Services" , "Sewing & Alterations"]				 | Programatically assigned Categoires :Sewing & Alterations		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: swBQU5039wQntoFcaDXRtA	 | Ground Truth Categories :[ "Local Services" , "Dry Cleaning & Laundry"]				 | Programatically assigned Categoires :Sewing & Alterations		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: HjoY5DxAzkK_3460vU8dmw	 | Ground Truth Categories :[ "Food" , "Desserts" , "Juice Bars & Smoothies" , "Shaved Ice"]				 | Programatically assigned Categoires :Shaved Ice		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: GuVkJzBc07P5B2NoxDwh_g	 | Ground Truth Categories :[ "Local Services" , "Shoe Repair"]				 | Programatically assigned Categoires :Shoe Repair		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: Vlxp0zG4tEPaxMPRBxL3SA	 | Ground Truth Categories :[ "Local Services" , "Shoe Repair"]				 | Programatically assigned Categoires :Shoe Repair		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: nxrzfONnyMBhepzHpaFmRQ	 | Ground Truth Categories :[ "Mexican" , "Restaurants"]				 | Programatically assigned Categoires :Shopping Centers		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: DfBLfxmCeh9isGrKE3nQkw	 | Ground Truth Categories :[ "Food" , "Specialty Food" , "Fruits & Veggies"]				 | Programatically assigned Categoires :Shopping Centers		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: n1ZQHUMpPnRtd1aJTkQD_A	 | Ground Truth Categories :[ "Used, Vintage & Consignment" , "Fashion" , "Shopping"]				 | Programatically assigned Categoires :Shopping		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: e82oxZXxb8NCQRNCNmHCng	 | Ground Truth Categories :[ "Nightlife" , "Dance Clubs"]				 | Programatically assigned Categoires :Adult Entertainment, Dance Clubs, Venues & Event Spaces		 | precision : 0.33333334 		 | Recall : 0.5		 | F-Measure : 0.4
Business ID: k1RMVKnVb9wPnwV47yns5A	 | Ground Truth Categories :[ "Massage Therapy" , "Health & Medical"]				 | Programatically assigned Categoires :Venues & Event Spaces		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: _ehuJgXwWLCDbabO2uB7cA	 | Ground Truth Categories :[ "Arts & Entertainment" , "Nightlife" , "Music Venues"]				 | Programatically assigned Categoires :Venues & Event Spaces		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: a_C0E1D4bCIaoVMdCryDfw	 | Ground Truth Categories :[ "Pet Groomers" , "Pet Services" , "Veterinarians" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Veterinarians		 | precision : 1.0 		 | Recall : 0.2		 | F-Measure : 0.3333333
Business ID: yQsR7qfOZ7d_3wUCcF1pgw	 | Ground Truth Categories :[ "Veterinarians" , "Pets"]				 | Programatically assigned Categoires :Veterinarians		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: 6pIy359LwSb2v5XoVf4TsQ	 | Ground Truth Categories :[ "Videos & Video Game Rental" , "Books, Mags, Music & Video" , "Shopping"]				 | Programatically assigned Categoires :Videos & Video Game Rental		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
